CYM	CB	-0.38	2.502900	CS
CYM	HB1	0.09	1.705680	HA2
CYM	HB2	0.09	1.705680	HA2
CYM	SG	-0.80	2.502900	SS
CYM	C	0.51	2.317500	C
CYM	O	-0.51	2.039400	O
CYSD	CB	-0.38	2.502900	CS
CYSD	HB1	0.09	1.705680	HA2
CYSD	HB2	0.09	1.705680	HA2
CYSD	SG	-0.80	2.502900	SS
SERD	CB	-0.30	2.326770	CT2
SERD	HB1	0.11	1.705680	HA2
SERD	HB2	0.11	1.705680	HA2
SERD	OG	-0.92	2.039400	OC
DISU	1CB	-0.10	2.326770	CT2
DISU	1SG	-0.08	2.294325	SM
DISU	2SG	-0.08	2.294325	SM
DISU	2CB	-0.10	2.326770	CT2
HS2	CE1	0.25	2.132100	CPH2
HS2	HE1	0.13	1.297800	HR1
HS2	ND1	-0.70	2.178450	NR2
HS2	CG	0.22	2.132100	CPH1
HS2	CB	-0.08	2.326770	CT2
HS2	HB1	0.09	1.705680	HA2
HS2	HB2	0.09	1.705680	HA2
HS2	NE2	-0.36	2.178450	NR1
HS2	HE2	0.32	0.671612	H
HS2	CD2	-0.05	2.132100	CPH1
HS2	HD2	0.09	1.824336	HR3
LPPC	N	-0.60	2.178450	NTL
LPPC	C13	-0.35	2.373120	CTL5
LPPC	H13A	0.25	1.112400	HL
LPPC	H13B	0.25	1.112400	HL
LPPC	H13C	0.25	1.112400	HL
LPPC	C14	-0.35	2.373120	CTL5
LPPC	H14A	0.25	1.112400	HL
LPPC	H14B	0.25	1.112400	HL
LPPC	H14C	0.25	1.112400	HL
LPPC	C15	-0.35	2.373120	CTL5
LPPC	H15A	0.25	1.112400	HL
LPPC	H15B	0.25	1.112400	HL
LPPC	H15C	0.25	1.112400	HL
LPPC	C12	-0.10	2.326770	CTL2
LPPC	H12A	0.25	1.112400	HL
LPPC	H12B	0.25	1.112400	HL
LPPC	C11	-0.08	2.326770	CTL2
LPPC	H11A	0.09	1.705680	HAL2
LPPC	H11B	0.09	1.705680	HAL2
LPPC	P	1.50	2.456550	PL
LPPC	O13	-0.78	2.039400	O2L
LPPC	O14	-0.78	2.039400	O2L
LPPC	O11	-0.57	1.993050	OSLP
LPPC	O12	-0.57	1.993050	OSLP
LPPC	C1	-0.08	2.326770	CTL2
LPPC	HA	0.09	1.705680	HAL2
LPPC	HB	0.09	1.705680	HAL2
LPPC	C2	-0.18	2.326770	CTL2
LPPC	HS	0.09	1.705680	HAL2
LPPC	HR	0.09	1.705680	HAL2
LPPC	C3	0.08	2.326770	CTL2
LPPC	HX	0.09	1.705680	HAL2
LPPC	HY	0.09	1.705680	HAL2
LPPC	O31	-0.49	1.993050	OSL
LPPC	C31	0.90	2.317500	CL
LPPC	O32	-0.63	2.039400	OBL
LPPC	C32	-0.22	2.326770	CTL2
LPPC	H2X	0.09	1.705680	HAL2
LPPC	H2Y	0.09	1.705680	HAL2
LPPC	C33	-0.18	2.326770	CTL2
LPPC	H3X	0.09	1.705680	HAL2
LPPC	H3Y	0.09	1.705680	HAL2
LPPC	C34	-0.18	2.326770	CTL2
LPPC	H4X	0.09	1.705680	HAL2
LPPC	H4Y	0.09	1.705680	HAL2
LPPC	C35	-0.18	2.326770	CTL2
LPPC	H5X	0.09	1.705680	HAL2
LPPC	H5Y	0.09	1.705680	HAL2
LPPC	C36	-0.18	2.326770	CTL2
LPPC	H6X	0.09	1.705680	HAL2
LPPC	H6Y	0.09	1.705680	HAL2
LPPC	C37	-0.18	2.326770	CTL2
LPPC	H7X	0.09	1.705680	HAL2
LPPC	H7Y	0.09	1.705680	HAL2
LPPC	C38	-0.18	2.326770	CTL2
LPPC	H8X	0.09	1.705680	HAL2
LPPC	H8Y	0.09	1.705680	HAL2
LPPC	C39	-0.18	2.326770	CTL2
LPPC	H9X	0.09	1.705680	HAL2
LPPC	H9Y	0.09	1.705680	HAL2
LPPC	C310	-0.18	2.326770	CTL2
LPPC	H10X	0.09	1.705680	HAL2
LPPC	H10Y	0.09	1.705680	HAL2
LPPC	C311	-0.18	2.326770	CTL2
LPPC	H11X	0.09	1.705680	HAL2
LPPC	H11Y	0.09	1.705680	HAL2
LPPC	C312	-0.27	2.354580	CTL3
LPPC	H12X	0.09	1.705680	HAL3
LPPC	H12Y	0.09	1.705680	HAL3
LPPC	H12Z	0.09	1.705680	HAL3
DLPC	N	-0.60	2.178450	NTL
DLPC	C13	-0.35	2.373120	CTL5
DLPC	H13A	0.25	1.112400	HL
